OTU	Sample	Abundance	X.SampleID	BarcodeSequence	LinkerPrimerSequence	ReverseBarcode	ReversePrimerSequence	X18S_primer_mix	forward_primer	reverse_primer	primer_combo	final_qubit	normalized_sample_volume	TubeLabel	Year	Cruise	Subregion	Region	Transect	Sampling_gear	Sieve_size	Core_depth	Station	Depth	Latitude	Longitude	ChlA	Phaeo	CP_ratio	Porosity_pct_wt_wt	pct_gravel	pct_sand	pct_mud	pct_silt	pct_clay	Mean_Phi	d15N	d13C	CN_ratio	TOC	water_temp	water_salinity	Description	merge	Rank1	Rank2	Rank3	Rank4	Rank5	Rank6	Rank7	Method
09a22c748595acfba2efe4ca21297c8bd56e0548	one	0.18818797374001173	64	10.401574803149606	1	11.755905511811024	1	59.77165354330709	14.858267716535433	11.89763779527559	61.07874015748032	10.212307086614173	1.7639911259055119	57.93700787401575	2013.267716535433	1.8031496062992125	4.086614173228346	1.2519685039370079	15.866141732283465	1.952755905511811	1.0236220472440944	1.2992125984251968	36.74803149606299	163.96220472440945	70.84920732283464	-141.81486003937007	50.62992125984252	50.45669291338583	40.38582677165354	41.36220472440945	21.007874015748033	44.874015748031496	44.04724409448819	28.62204724409449	28.590551181102363	29.385826771653544	5.720551181102362	-22.96692913385827	9.1503937007874	15.241771653543307	-0.35078740157480315	33.20826771653543	62.031496062992126	1	D_0__Eukaryota	D_1__Opisthokonta	D_2__Holozoa	D_3__Metazoa (Animalia)	D_4__Eumetazoa	D_5__Bilateria	D_6__Nematoda	VSearch
JN098286.1.1700	one	0.07166040322017972	64	10.401574803149606	1	11.755905511811024	1	59.77165354330709	14.858267716535433	11.89763779527559	61.07874015748032	10.212307086614173	1.7639911259055119	57.93700787401575	2013.267716535433	1.8031496062992125	4.086614173228346	1.2519685039370079	15.866141732283465	1.952755905511811	1.0236220472440944	1.2992125984251968	36.74803149606299	163.96220472440945	70.84920732283464	-141.81486003937007	50.62992125984252	50.45669291338583	40.38582677165354	41.36220472440945	21.007874015748033	44.874015748031496	44.04724409448819	28.62204724409449	28.590551181102363	29.385826771653544	5.720551181102362	-22.96692913385827	9.1503937007874	15.241771653543307	-0.35078740157480315	33.20826771653543	62.031496062992126	1	D_0__Eukaryota	D_1__SAR	D_2__Alveolata	D_3__Dinoflagellata	D_4__Dinophyceae	D_5__Peridiniphycidae	D_6__Gonyaulacales	VSearch
EU050969.1.1749	one	0.05538667466210225	64	10.401574803149606	1	11.755905511811024	1	59.77165354330709	14.858267716535433	11.89763779527559	61.07874015748032	10.212307086614173	1.7639911259055119	57.93700787401575	2013.267716535433	1.8031496062992125	4.086614173228346	1.2519685039370079	15.866141732283465	1.952755905511811	1.0236220472440944	1.2992125984251968	36.74803149606299	163.96220472440945	70.84920732283464	-141.81486003937007	50.62992125984252	50.45669291338583	40.38582677165354	41.36220472440945	21.007874015748033	44.874015748031496	44.04724409448819	28.62204724409449	28.590551181102363	29.385826771653544	5.720551181102362	-22.96692913385827	9.1503937007874	15.241771653543307	-0.35078740157480315	33.20826771653543	62.031496062992126	1	D_0__Eukaryota	D_1__SAR	D_2__Stramenopiles	D_3__Ochrophyta	D_4__Diatomea	D_5__Bacillariophytina	D_6__Mediophyceae	VSearch
JX995292.1.1751	one	0.033518026911462113	64	10.401574803149606	1	11.755905511811024	1	59.77165354330709	14.858267716535433	11.89763779527559	61.07874015748032	10.212307086614173	1.7639911259055119	57.93700787401575	2013.267716535433	1.8031496062992125	4.086614173228346	1.2519685039370079	15.866141732283465	1.952755905511811	1.0236220472440944	1.2992125984251968	36.74803149606299	163.96220472440945	70.84920732283464	-141.81486003937007	50.62992125984252	50.45669291338583	40.38582677165354	41.36220472440945	21.007874015748033	44.874015748031496	44.04724409448819	28.62204724409449	28.590551181102363	29.385826771653544	5.720551181102362	-22.96692913385827	9.1503937007874	15.241771653543307	-0.35078740157480315	33.20826771653543	62.031496062992126	1	D_0__Eukaryota	D_1__Opisthokonta	D_2__Holozoa	D_3__Metazoa (Animalia)	D_4__Eumetazoa	D_5__Bilateria	D_6__Arthropoda	VSearch
KC771149.1.1790	one	0.0314131579847075	64	10.401574803149606	1	11.755905511811024	1	59.77165354330709	14.858267716535433	11.89763779527559	61.07874015748032	10.212307086614173	1.7639911259055119	57.93700787401575	2013.267716535433	1.8031496062992125	4.086614173228346	1.2519685039370079	15.866141732283465	1.952755905511811	1.0236220472440944	1.2992125984251968	36.74803149606299	163.96220472440945	70.84920732283464	-141.81486003937007	50.62992125984252	50.45669291338583	40.38582677165354	41.36220472440945	21.007874015748033	44.874015748031496	44.04724409448819	28.62204724409449	28.590551181102363	29.385826771653544	5.720551181102362	-22.96692913385827	9.1503937007874	15.241771653543307	-0.35078740157480315	33.20826771653543	62.031496062992126	1	D_0__Eukaryota	D_1__SAR	D_2__Stramenopiles	D_3__Ochrophyta	D_4__Diatomea	D_5__Bacillariophytina	D_6__Bacillariophyceae	VSearch
3859ef8ccb72747fd39ef89456a122eeaa2e3acf	one	0.015575275771608317	64	10.401574803149606	1	11.755905511811024	1	59.77165354330709	14.858267716535433	11.89763779527559	61.07874015748032	10.212307086614173	1.7639911259055119	57.93700787401575	2013.267716535433	1.8031496062992125	4.086614173228346	1.2519685039370079	15.866141732283465	1.952755905511811	1.0236220472440944	1.2992125984251968	36.74803149606299	163.96220472440945	70.84920732283464	-141.81486003937007	50.62992125984252	50.45669291338583	40.38582677165354	41.36220472440945	21.007874015748033	44.874015748031496	44.04724409448819	28.62204724409449	28.590551181102363	29.385826771653544	5.720551181102362	-22.96692913385827	9.1503937007874	15.241771653543307	-0.35078740157480315	33.20826771653543	62.031496062992126	1	D_0__Eukaryota	D_1__Opisthokonta	D_2__Holozoa	D_3__Metazoa (Animalia)	D_4__Eumetazoa	D_5__Bilateria	D_6__Nemertea	VSearch
7e26e96910e61a6d3773e0dad0cecf66b07a6c60	one	0.006908033387666549	64	10.401574803149606	1	11.755905511811024	1	59.77165354330709	14.858267716535433	11.89763779527559	61.07874015748032	10.212307086614173	1.7639911259055119	57.93700787401575	2013.267716535433	1.8031496062992125	4.086614173228346	1.2519685039370079	15.866141732283465	1.952755905511811	1.0236220472440944	1.2992125984251968	36.74803149606299	163.96220472440945	70.84920732283464	-141.81486003937007	50.62992125984252	50.45669291338583	40.38582677165354	41.36220472440945	21.007874015748033	44.874015748031496	44.04724409448819	28.62204724409449	28.590551181102363	29.385826771653544	5.720551181102362	-22.96692913385827	9.1503937007874	15.241771653543307	-0.35078740157480315	33.20826771653543	62.031496062992126	1	D_0__Eukaryota	D_1__Opisthokonta	D_2__Holozoa	D_3__Metazoa (Animalia)	D_4__Eumetazoa	D_5__Bilateria	D_6__Hemichordata	VSearch
GQ144679.1.1816	one	0.0064615286482474854	64	10.401574803149606	1	11.755905511811024	1	59.77165354330709	14.858267716535433	11.89763779527559	61.07874015748032	10.212307086614173	1.7639911259055119	57.93700787401575	2013.267716535433	1.8031496062992125	4.086614173228346	1.2519685039370079	15.866141732283465	1.952755905511811	1.0236220472440944	1.2992125984251968	36.74803149606299	163.96220472440945	70.84920732283464	-141.81486003937007	50.62992125984252	50.45669291338583	40.38582677165354	41.36220472440945	21.007874015748033	44.874015748031496	44.04724409448819	28.62204724409449	28.590551181102363	29.385826771653544	5.720551181102362	-22.96692913385827	9.1503937007874	15.241771653543307	-0.35078740157480315	33.20826771653543	62.031496062992126	1	D_0__Eukaryota	D_1__SAR	D_2__Rhizaria	D_3__Cercozoa	D_4__Thecofilosea	D_5__Cryomonadida	D_6__Protaspidae	VSearch
74ce5861674b6d72f47fccf0abd7dc41	one	0.47547116345481816	64	10.401574803149606	1	11.755905511811024	1	59.77165354330709	14.858267716535433	11.89763779527559	61.07874015748032	10.212307086614173	1.7639911259055119	57.93700787401575	2013.267716535433	1.8031496062992125	4.086614173228346	1.2519685039370079	15.866141732283465	1.952755905511811	1.0236220472440944	1.2992125984251968	36.74803149606299	163.96220472440945	70.84920732283464	-141.81486003937007	50.62992125984252	50.45669291338583	40.38582677165354	41.36220472440945	21.007874015748033	44.874015748031496	44.04724409448819	28.62204724409449	28.590551181102363	29.385826771653544	5.720551181102362	-22.96692913385827	9.1503937007874	15.241771653543307	-0.35078740157480315	33.20826771653543	62.031496062992126	1	D_0__Eukaryota	D_1__Opisthokonta	D_2__Holozoa	D_3__Metazoa (Animalia)	D_4__Eumetazoa	D_5__Bilateria	D_6__Annelida	DADA2
13153a7a585408f925668444c5e76aaa	one	0.19617752313512193	64	10.401574803149606	1	11.755905511811024	1	59.77165354330709	14.858267716535433	11.89763779527559	61.07874015748032	10.212307086614173	1.7639911259055119	57.93700787401575	2013.267716535433	1.8031496062992125	4.086614173228346	1.2519685039370079	15.866141732283465	1.952755905511811	1.0236220472440944	1.2992125984251968	36.74803149606299	163.96220472440945	70.84920732283464	-141.81486003937007	50.62992125984252	50.45669291338583	40.38582677165354	41.36220472440945	21.007874015748033	44.874015748031496	44.04724409448819	28.62204724409449	28.590551181102363	29.385826771653544	5.720551181102362	-22.96692913385827	9.1503937007874	15.241771653543307	-0.35078740157480315	33.20826771653543	62.031496062992126	1	D_0__Eukaryota	D_1__Opisthokonta	D_2__Holozoa	D_3__Metazoa (Animalia)	D_4__Eumetazoa	D_5__Bilateria	D_6__Nematoda	DADA2
0e51f2157ed12c82dad27194fdfc8185	one	0.06015562262065209	64	10.401574803149606	1	11.755905511811024	1	59.77165354330709	14.858267716535433	11.89763779527559	61.07874015748032	10.212307086614173	1.7639911259055119	57.93700787401575	2013.267716535433	1.8031496062992125	4.086614173228346	1.2519685039370079	15.866141732283465	1.952755905511811	1.0236220472440944	1.2992125984251968	36.74803149606299	163.96220472440945	70.84920732283464	-141.81486003937007	50.62992125984252	50.45669291338583	40.38582677165354	41.36220472440945	21.007874015748033	44.874015748031496	44.04724409448819	28.62204724409449	28.590551181102363	29.385826771653544	5.720551181102362	-22.96692913385827	9.1503937007874	15.241771653543307	-0.35078740157480315	33.20826771653543	62.031496062992126	1	D_0__Eukaryota	D_1__SAR	D_2__Stramenopiles	D_3__Ochrophyta	D_4__Diatomea	D_5__Bacillariophytina	D_6__Mediophyceae	DADA2
c0fb2a465b5d0629a0c95fc6a7eff0ae	one	0.059503673783265806	64	10.401574803149606	1	11.755905511811024	1	59.77165354330709	14.858267716535433	11.89763779527559	61.07874015748032	10.212307086614173	1.7639911259055119	57.93700787401575	2013.267716535433	1.8031496062992125	4.086614173228346	1.2519685039370079	15.866141732283465	1.952755905511811	1.0236220472440944	1.2992125984251968	36.74803149606299	163.96220472440945	70.84920732283464	-141.81486003937007	50.62992125984252	50.45669291338583	40.38582677165354	41.36220472440945	21.007874015748033	44.874015748031496	44.04724409448819	28.62204724409449	28.590551181102363	29.385826771653544	5.720551181102362	-22.96692913385827	9.1503937007874	15.241771653543307	-0.35078740157480315	33.20826771653543	62.031496062992126	1	D_0__Eukaryota	D_1__SAR	D_2__Alveolata	D_3__Dinoflagellata	D_4__Dinophyceae	D_5__Peridiniphycidae	D_6__Gonyaulacales	DADA2
86fb00a9f505e8b809054f2b77be9c0f	one	0.03445275749025231	64	10.401574803149606	1	11.755905511811024	1	59.77165354330709	14.858267716535433	11.89763779527559	61.07874015748032	10.212307086614173	1.7639911259055119	57.93700787401575	2013.267716535433	1.8031496062992125	4.086614173228346	1.2519685039370079	15.866141732283465	1.952755905511811	1.0236220472440944	1.2992125984251968	36.74803149606299	163.96220472440945	70.84920732283464	-141.81486003937007	50.62992125984252	50.45669291338583	40.38582677165354	41.36220472440945	21.007874015748033	44.874015748031496	44.04724409448819	28.62204724409449	28.590551181102363	29.385826771653544	5.720551181102362	-22.96692913385827	9.1503937007874	15.241771653543307	-0.35078740157480315	33.20826771653543	62.031496062992126	1	D_0__Eukaryota	D_1__Opisthokonta	D_2__Holozoa	D_3__Metazoa (Animalia)	D_4__Eumetazoa	D_5__Bilateria	D_6__Arthropoda	DADA2
7972bc198568ddef22c5ddc04724b69c	one	0.02833589333311972	64	10.401574803149606	1	11.755905511811024	1	59.77165354330709	14.858267716535433	11.89763779527559	61.07874015748032	10.212307086614173	1.7639911259055119	57.93700787401575	2013.267716535433	1.8031496062992125	4.086614173228346	1.2519685039370079	15.866141732283465	1.952755905511811	1.0236220472440944	1.2992125984251968	36.74803149606299	163.96220472440945	70.84920732283464	-141.81486003937007	50.62992125984252	50.45669291338583	40.38582677165354	41.36220472440945	21.007874015748033	44.874015748031496	44.04724409448819	28.62204724409449	28.590551181102363	29.385826771653544	5.720551181102362	-22.96692913385827	9.1503937007874	15.241771653543307	-0.35078740157480315	33.20826771653543	62.031496062992126	1	D_0__Eukaryota	D_1__SAR	D_2__Stramenopiles	D_3__Ochrophyta	D_4__Diatomea	D_5__Bacillariophytina	D_6__Bacillariophyceae	DADA2
dd9ccb0c4cfc17bd9754e82698fc7b03	one	0.015603315516802878	64	10.401574803149606	1	11.755905511811024	1	59.77165354330709	14.858267716535433	11.89763779527559	61.07874015748032	10.212307086614173	1.7639911259055119	57.93700787401575	2013.267716535433	1.8031496062992125	4.086614173228346	1.2519685039370079	15.866141732283465	1.952755905511811	1.0236220472440944	1.2992125984251968	36.74803149606299	163.96220472440945	70.84920732283464	-141.81486003937007	50.62992125984252	50.45669291338583	40.38582677165354	41.36220472440945	21.007874015748033	44.874015748031496	44.04724409448819	28.62204724409449	28.590551181102363	29.385826771653544	5.720551181102362	-22.96692913385827	9.1503937007874	15.241771653543307	-0.35078740157480315	33.20826771653543	62.031496062992126	1	D_0__Eukaryota	D_1__Opisthokonta	D_2__Holozoa	D_3__Metazoa (Animalia)	D_4__Eumetazoa	D_5__Bilateria	D_6__Nemertea	DADA2
b8d42a55d1ca97a7133acdf1c8585518	one	0.005999511363795662	64	10.401574803149606	1	11.755905511811024	1	59.77165354330709	14.858267716535433	11.89763779527559	61.07874015748032	10.212307086614173	1.7639911259055119	57.93700787401575	2013.267716535433	1.8031496062992125	4.086614173228346	1.2519685039370079	15.866141732283465	1.952755905511811	1.0236220472440944	1.2992125984251968	36.74803149606299	163.96220472440945	70.84920732283464	-141.81486003937007	50.62992125984252	50.45669291338583	40.38582677165354	41.36220472440945	21.007874015748033	44.874015748031496	44.04724409448819	28.62204724409449	28.590551181102363	29.385826771653544	5.720551181102362	-22.96692913385827	9.1503937007874	15.241771653543307	-0.35078740157480315	33.20826771653543	62.031496062992126	1	D_0__Eukaryota	D_1__SAR	D_2__Rhizaria	D_3__Cercozoa	D_4__Thecofilosea	D_5__Cryomonadida	D_6__Protaspidae	DADA2
39b2073dee25baca985592d42af95737	one	0.00576390460379414	64	10.401574803149606	1	11.755905511811024	1	59.77165354330709	14.858267716535433	11.89763779527559	61.07874015748032	10.212307086614173	1.7639911259055119	57.93700787401575	2013.267716535433	1.8031496062992125	4.086614173228346	1.2519685039370079	15.866141732283465	1.952755905511811	1.0236220472440944	1.2992125984251968	36.74803149606299	163.96220472440945	70.84920732283464	-141.81486003937007	50.62992125984252	50.45669291338583	40.38582677165354	41.36220472440945	21.007874015748033	44.874015748031496	44.04724409448819	28.62204724409449	28.590551181102363	29.385826771653544	5.720551181102362	-22.96692913385827	9.1503937007874	15.241771653543307	-0.35078740157480315	33.20826771653543	62.031496062992126	1	D_0__Eukaryota	D_1__Opisthokonta	D_2__Holozoa	D_3__Metazoa (Animalia)	D_4__Eumetazoa	D_5__Bilateria	D_6__Hemichordata	DADA2
cd5a35f5313aa947c4b7477e18ab2a5e	one	0.49490349708334164	64	10.401574803149606	1	11.755905511811024	1	59.77165354330709	14.858267716535433	11.89763779527559	61.07874015748032	10.212307086614173	1.7639911259055119	57.93700787401575	2013.267716535433	1.8031496062992125	4.086614173228346	1.2519685039370079	15.866141732283465	1.952755905511811	1.0236220472440944	1.2992125984251968	36.74803149606299	163.96220472440945	70.84920732283464	-141.81486003937007	50.62992125984252	50.45669291338583	40.38582677165354	41.36220472440945	21.007874015748033	44.874015748031496	44.04724409448819	28.62204724409449	28.590551181102363	29.385826771653544	5.720551181102362	-22.96692913385827	9.1503937007874	15.241771653543307	-0.35078740157480315	33.20826771653543	62.031496062992126	1	D_0__Eukaryota	D_1__Opisthokonta	D_2__Holozoa	D_3__Metazoa (Animalia)	D_4__Eumetazoa	D_5__Bilateria	D_6__Annelida	Deblur
dbac9c2de8421a9e76f09afb434dd26d	one	0.19756860993270192	64	10.401574803149606	1	11.755905511811024	1	59.77165354330709	14.858267716535433	11.89763779527559	61.07874015748032	10.212307086614173	1.7639911259055119	57.93700787401575	2013.267716535433	1.8031496062992125	4.086614173228346	1.2519685039370079	15.866141732283465	1.952755905511811	1.0236220472440944	1.2992125984251968	36.74803149606299	163.96220472440945	70.84920732283464	-141.81486003937007	50.62992125984252	50.45669291338583	40.38582677165354	41.36220472440945	21.007874015748033	44.874015748031496	44.04724409448819	28.62204724409449	28.590551181102363	29.385826771653544	5.720551181102362	-22.96692913385827	9.1503937007874	15.241771653543307	-0.35078740157480315	33.20826771653543	62.031496062992126	1	D_0__Eukaryota	D_1__Opisthokonta	D_2__Holozoa	D_3__Metazoa (Animalia)	D_4__Eumetazoa	D_5__Bilateria	D_6__Nematoda	Deblur
73e252e1edf5fa0b1596aef4e24d1215	one	0.06580916043380416	64	10.401574803149606	1	11.755905511811024	1	59.77165354330709	14.858267716535433	11.89763779527559	61.07874015748032	10.212307086614173	1.7639911259055119	57.93700787401575	2013.267716535433	1.8031496062992125	4.086614173228346	1.2519685039370079	15.866141732283465	1.952755905511811	1.0236220472440944	1.2992125984251968	36.74803149606299	163.96220472440945	70.84920732283464	-141.81486003937007	50.62992125984252	50.45669291338583	40.38582677165354	41.36220472440945	21.007874015748033	44.874015748031496	44.04724409448819	28.62204724409449	28.590551181102363	29.385826771653544	5.720551181102362	-22.96692913385827	9.1503937007874	15.241771653543307	-0.35078740157480315	33.20826771653543	62.031496062992126	1	D_0__Eukaryota	D_1__SAR	D_2__Stramenopiles	D_3__Ochrophyta	D_4__Diatomea	D_5__Bacillariophytina	D_6__Mediophyceae	Deblur
